Queries, Returned rows, Average time(us), Minimum time, 25thPercentile, Median, 75thPercentile(us), 90thPercentile(us), Maximum 
Q29b_Values:customer-15_Id:554,43094,51124.5,50942,51042,51134,51171,51373,51373
Q29b_Values:customer-21_Id:555,60942,61826.0,61459,61671,61757,61873,62421,62421
Q29b_Values:customer-25_Id:556,72704,69094.0,68503,68743,68988,69512,70082,70082
Q29b_Values:customer_uncorrelated-1_Id:557,130,23869.7,23647,23679,23850,23902,24503,24503
Q29b_Values:customer_uncorrelated-10_Id:558,2803,26871.3,26688,26759,26860,26942,27136,27136
Q29b_Values:customer_uncorrelated-15_Id:559,4279,28700.7,28586,28644,28704,28709,28898,28898
Q29b_Values:customer_uncorrelated-21_Id:560,6032,30821.5,30704,30750,30855,30870,30920,30920
Q29b_Values:customer_uncorrelated-25_Id:561,7154,32094.3,32016,32049,32083,32152,32198,32198
Q29b_Values:customer_fd-1_Id:562,0,22785.5,22575,22623,22803,22851,23159,23159
Q29b_Values:customer_fd-10_Id:563,0,22758.9,22575,22591,22768,22861,23170,23170
Q29b_Values:customer_fd-15_Id:564,0,22689.9,22499,22595,22716,22744,22924,22924
Q29b_Values:customer_fd-21_Id:565,0,22574.6,22451,22469,22531,22714,22786,22786
Q29b_Values:customer_fd-25_Id:566,0,22551.0,22447,22457,22495,22535,22897,22897

