Queries, Returned rows, Average time(us), Minimum time, 25thPercentile, Median, 75thPercentile(us), 90thPercentile(us), Maximum 
q40_Values:customer_fd-500-600-400-700_Id:542,148803,255620.0,249378,252197,253887,255236,273453,273453
q41_Values:customer-100-200-0-300_Id:543,1,35935.1,35089,35281,35653,35800,39546,39546
q41_Values:customer-200-300-100-400_Id:544,1,36065.8,34987,35584,36055,36547,37028,37028
q41_Values:customer-500-600-400-700_Id:545,1,35068.7,34583,34671,35093,35139,35862,35862
q41_Values:customer_uncorrelated-100-200-0-300_Id:546,1,35775.3,34439,35042,35493,36358,38088,38088
q41_Values:customer_uncorrelated-200-300-100-400_Id:547,1,34845.9,34313,34612,34649,35040,36274,36274
q41_Values:customer_uncorrelated-500-600-400-700_Id:548,1,34522.4,33895,34005,34761,34780,35409,35409
q41_Values:customer_fd-100-200-0-300_Id:549,1,36535.8,35736,35896,36310,36557,39725,39725
q41_Values:customer_fd-200-300-100-400_Id:550,1,36030.2,35484,35651,35957,36209,36979,36979
q41_Values:customer_fd-500-600-400-700_Id:551,1,35813.8,34785,35148,35566,35888,39527,39527
Q29b_Values:customer-1_Id:552,14724,58207.0,55958,57738,58622,58723,59441,59441
Q29b_Values:customer-10_Id:553,281740,441602.1,434247,438746,442200,444651,448411,448411
Q29b_Values:customer-15_Id:554,430071,706997.4,700557,702716,706836,709682,715368,715368
Q29b_Values:customer-21_Id:555,608154,1004388.3,997421,1001928,1005676,1006594,1014007,1014007
Q29b_Values:customer-25_Id:556,726239,1201567.4,1190908,1197304,1201928,1206821,1212971,1212971
Q29b_Values:customer_uncorrelated-1_Id:557,1543,47427.6,46851,47131,47183,47639,48549,48549
Q29b_Values:customer_uncorrelated-10_Id:558,28383,65165.7,63456,64184,64819,65986,68801,68801
Q29b_Values:customer_uncorrelated-15_Id:559,43313,68386.7,66937,67091,68717,69090,70386,70386
Q29b_Values:customer_uncorrelated-21_Id:560,61087,72918.8,69687,71896,73049,74113,75842,75842
Q29b_Values:customer_uncorrelated-25_Id:561,72785,100849.4,86380,101579,102513,102979,104141,104141
Q29b_Values:customer_fd-1_Id:562,0,50127.5,48996,49444,49917,51042,52101,52101
Q29b_Values:customer_fd-10_Id:563,0,50104.6,49093,49221,49883,51358,51705,51705
Q29b_Values:customer_fd-15_Id:564,0,49594.5,49149,49212,49377,49755,51419,51419
Q29b_Values:customer_fd-21_Id:565,0,49486.6,49041,49158,49267,49919,50690,50690
Q29b_Values:customer_fd-25_Id:566,0,49582.8,49242,49278,49359,49841,50383,50383

